"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Uruguay","URY","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United States","USA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uzbekistan","UZB","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.08","3.07","2.91","2.88","2.54","3.87","2.73","1.11","0.25","0","0.11","0","0","0","0","0","0","0","0","0","0","","","","",
"St. Vincent and the Grenadines","VCT","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9","1.91","2.75","2.9","4.17","3.96","3.21","3.53","2.67","2.95","4.02","3.67","4.19","6.16","7.02","10.44","18.32","31.56","31.86","32.26","15.68","14.48","10.92","9.53","",
"British Virgin Islands","VGB","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.31","1.2","0.82","0.66","0.42","0.33","0.37","0.27","0.18","0.25","0.27","0.25","0.3","0.26","0.23","0.14","0.06","0.06","0.04","0.04","0.02","0.01","0.01","0.01","",
"Vanuatu","VUT","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124.37","97.9","187.15","212.64","148.56","121.58","106.26","123.43","117.99","63.97","88.03","47.77","34.38","21.77","9.91","3.3","17.06","9.28","4.79","4.32","3.78","2.41","8.62","17.94","",
"World","WLD","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.5054375971416","80.2759954545207","78.2076739359128","78.3635680914012","77.7394315748487","76.4491132908106","73.5062825074396","71.0947873419366","69.6424839611045","70.1931023221613","69.1931973931133","66.227517297772","63.6799522934713","61.0589064793323","59.2378152509235","58.0347145471005","57.9319123098212","58.9478671464268","57.5199052965399","57.0663050072296","59.4650698378695","","59.0643731253006","","",
"Samoa","WSM","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.3","90.34","97.49","86.06","67.24","68.36","79.31","54.46","33.4","42.07","65.73","44.65","47.04","37.12","30.42","26.02","32.76","36.22","41.35","38.66","36.48","44.26","39.04","38.86","",
"South Africa","ZAF","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.86","5.57","3.26","2.78","2.73","1.57","2.42","1.25","1.53","1.17","1.54","1.86","1.23","1.58","2.11","0.87","0.75","4.06","1.63","0.81","0.74","0.48","0.33","0.84","",
"Zambia","ZMB","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","360.74","379.02","368.27","346.01","298.48","260.39","224.19","193.14","170.62","165.49","167.73","178.58","199.56","227.35","232.66","218.94","203.98","188","186.47","182.14","179.45","180.33","179.05","176.74","",
"Zimbabwe","ZWE","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102.59","102.59","102.59","102.59","102.59","102.59","102.59","167.62","67.51","73.82","104.38","67.45","54.46","78.27","97.71","94.12","66.16","114.7","56.01","65.09","94.3","27.54","28.9","49.4","",
